SL,Text,Category,Polarity
1673,এটি একটি বড় বিস্ময় ছিল।,anecdotes/miscellaneous,positive
1674,"চিকেন ডিশ সম্পর্কে অভিযোগ করার পর, ম্যানেজার আমাদের কাছে এসে জানায় যে, কেউ আগে কখনও অভিযোগ করেনি, এবং আমরা জানি না যে খাবারটির কেমন চর্চা করা উচিত ছিল।",service,negative
1675,"চিকেন ডিশ সম্পর্কে অভিযোগ করার পর, ম্যানেজার আমাদের কাছে এসে জানায় যে, কেউ আগে কখনও অভিযোগ করেনি, এবং আমরা জানি না যে খাবারটির কেমন চর্চা করা উচিত ছিল।",food,negative
1676,খাবার ছিল মসলাযুক্ত এবং সুস্বাদু।,food,positive
1677,আমি এক মঙ্গলবার সন্ধ্যায় আমার বাগদত্তের সাথে গিয়েছিলাম।,anecdotes/miscellaneous,neutral
1678,একটু বেশি দামী  কিন্তু  আপনি একটি কামড় দিতে এর  মূল্য দিতে হবে,price,conflict
1679,একটু বেশি দামী  কিন্তু  আপনি একটি কামড় দিতে এর  মূল্য দিতে হবে,food,positive
1680,এটা চমৎকার ছিল,anecdotes/miscellaneous,positive
1681, সপ্তাহের শেষ দিকে দুপুরের খাবারের  জন্য গিয়েছিলাম।,anecdotes/miscellaneous,neutral
1682,আমি সব প্রতারণা বুঝতে পারছি না ...,anecdotes/miscellaneous,negative
1683,বার্টারেন্ডার বারে তার বন্ধুদের কাছ থেকে নিজেকে বিচ্ছিন্ন  করতে পারেনি।,service,negative
1684,বরং রাস্তায় ঘুরে তমারির কাছে যাও,food,negative
1685,Dahkin এছাড়াও  প্রিন ফিক্স মধ্যা ব্যুফে লাঞ্চ এর সম্মতি  দিয়েছিল,food,neutral
1686,"যদিও জায়গাটি  দেখতে একটু চোখে লাগার মত  এবং প্রশস্ত, একই সময়ে এটি আসলে কোন ব্যাপার না।",ambience,conflict
1687,আপনি কি মনে করেন যে কখনও মন দিয়ে কারো সঙ্গে কোন কথোপকথন করতে পারেন।,ambience,negative
1688,এটি ক্যাফ সেন্ট বার্টেতে আমার প্রথমবার আসি  এবং আমি অবশ্যই বলতে চাই যে খাদ্য এবং পরিষেবা কতটা চমৎকার হবে।,food,positive
1689,এটি ক্যাফ সেন্ট বার্টেতে আমার প্রথমবার আসি  এবং আমি অবশ্যই বলতে চাই যে খাদ্য এবং পরিষেবা কতটা চমৎকার হবে।,service,positive
1690,আমর পক্ষে এটা  সমভব না।,anecdotes/miscellaneous,negative
1691,কয়েকটি ড্রিংক এবং ক্ষুধাবর্ধক বস্তুুর জন্য বন্ধু এবং তার বান্ধবী সঙ্গে একটি দৈত ডেটে  গিয়েছিলাম।,anecdotes/miscellaneous,neutral
1692,কাজের জায়গাটি একটি গরম ব্যাগেল দখল করার জন্য বেশ ভাল জায়গা।,food,positive
1693,"তারা  মুরগির শেষভাগ নিয়েছে তাই মনে হচছে , তেল ঢেলে দিয়েছে এবং মরিচ . গুঁড়ো করে দিয়েছে (সস এলার্ঞ্জেন্ট এবং লাল)।",food,negative
